,Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
860,2016,01/22/2016,ACCIDENT - ON TRACK,Buffalo Raceway,first turn - start of race.,Racing,Harness,snow and 25 degrees,Cool Reward,STEVEN WEAVER,ANDREW C. MONTI,Cool Reward-fell unseating driver A. Monti making contact with Lima Real Easy who jumped unseating driver R. Fisher  Jr. making contact with Tailgate Blues who jumped unseating driver T. Cummings-no injuries to horses or drivers,Accident
861,2016,01/17/2016,FALL OF HORSE,Aqueduct Racetrack (NYRA),1/4 Pole,Racing,Thoroughbred,30* light snow,Thirty Percent,MARK L. TASSO,ANTHONY J. SUAREZ,Thirty Percent-Tr. M. Tasso-fell unseating rider Anthony Suarez-rider to Jamaica Hospital- Fx sternum-no reported injuries to horse, 
862,2016,01/17/2016,FALL OF HORSE,Aqueduct Racetrack (NYRA),1/4 pole,Racing,Thoroughbred,30* Light Snow,Tottie Royer,DAVID H. ADEL,KATHERINE DAVIS,Tottie Royer-Tr. D. Adel-fell over fallen horse Thirty Percent-unseating rider Katherine Davis-Davis taken off track via ambulance-no injuries reported horse or rider, 
863,2016,01/17/2016,FALL OF HORSE,Aqueduct Racetrack (NYRA),1/4 pole,Racing,Thoroughbred,30* Light snow,Humbolt Street,GARY J. SCIACCA,DYLAN DAVIS,Humbolt Street-Tr. G. Sciacca-fell over fallen horses Thirty Percent and Tottie Royer-unseating rider Dylan Davis-rider ambulanced off-treated & released-no injury reported to horse., 
864,2016,01/16/2016,EQUINE DEATH,Aqueduct Racetrack (NYRA),1/8 pole,Racing,Thoroughbred,45* Mostly Cloudy,Bellamy Xpress,GARY P. GULLO,JACQUELINE A. DAVIS,Bellamy Xpress-Tr. Gary Gullo-pulled up-rider off-splint applied-horse ambulanced off-xray's revealed fx LF leg-euthanized,Equine Death
865,2016,01/15/2016,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA), ,Racing,Thoroughbred, ,TIZ TIME TO SHAKE,DOODNAUTH SHIVMANGAL, ,Tiz Time to Shake-Tr. Doodnauth Shivmangal-pulled up-vanned off-DNF-back racing,Steward's List
866,2016,01/10/2016,EQUINE DEATH,Aqueduct Racetrack (NYRA),1/16 Pole,Racing,Thoroughbred, ,Uncle Duncan,LINDA L. RICE,CORNELIO VELASQUEZ,Uncle Duncan-Tr. Linda Rice-pulled up-ambulanced off-DNF-claim voided-RF sesamoid fx-euthanized,Equine Death
867,2016,01/10/2016,RACING INJURY,Aqueduct Racetrack (NYRA),1/4 pole,Racing,Thoroughbred,55* Fog,Pagan,D SCHETTINO,AARON T. GRYDER,Pagan-Tr. Dominick Schettino-pulled up-ambulance off-sent for surgery-to be retired, 
868,2016,01/10/2016,RACING INCIDENT,Aqueduct Racetrack (NYRA),1/2 mile pole,Racing,Thoroughbred, ,Mind That Diamond,PATRICK J. QUICK,JACQUELINE A. DAVIS,Mind That Diamond-Tr. Patrick Quick-pulled up-ambulanced off-horse is fine from the incident and will be back racing (x-ref # 256.16), 
869,2016,01/08/2016,RACING INCIDENT,Aqueduct Racetrack (NYRA),Stretch,Racing,Thoroughbred,45* Cloudy,Dada Maino,TODD A. PLETCHER,IRAD ORTIZ JR,Dada Maino-Tr. Todd Pletcher-eased thru the stretch-horse is fine from the incident-no injury reported, 
870,2016,01/04/2016,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,warm up for 5th race,Racing,Harness,Clear-cold-16 degrees,Transplanted,SEAN M. CAMPBELL,MARK A. KING,Transplanted-Tr. Sean Campbell-fell during warm up-scratched in 5th-must qualify,Steward's List
871,2016,01/02/2016,EQUINE DEATH,Belmont Park (NYRA),Training Track-1/8 pole,Training,Thoroughbred, ,Sharyn's Deram,JEREMIAH C. ENGLEHART, ,Sharyn's Dream-Tr. Jeremiah Englehart-fx LR leg while galloping on training track-euthanized on track,Equine Death
872,2016,01/01/2016,FALL OF HORSE,Aqueduct Racetrack (NYRA),Starting gate,Racing,Thoroughbred,45* cloudy,Stormy Sky,GEORGE R. WEAVER,ERIC CANCEL,Stormy Sky-Tr. George Weaver-flipped in gate injuring rider Eric Cancel-horse scratched-treated for minor cuts & scrapes to start training in couple days-rider taken to 1st aid and taken off rest of his mounts and just a little sore, 
873,2015,12/27/2015,EQUINE DEATH,Aqueduct Racetrack (NYRA),3/8 pole,Racing,Thoroughbred, ,BLOOPER,MICHELLE C. NEVIN,JOSE L. ORTIZ,Blooper-Tr. Michelle Nevin-collapsed and died-rider Jose Ortiz unseated and taken to hospital-treated and released,Equine Death
874,2015,12/27/2015,EQUINE DEATH,Aqueduct Racetrack (NYRA),1/8 pole,Racing,Thoroughbred, ,Successful Sweep,ABIGAIL C. ADSIT,ANGEL S. SAEZ-ARROYO,Successful Sweep-Tr. Abigail Adsit-fell unseating rider Angel Arroyo-horse sustaining LF bilateral sesamoid fx with dislocation of fetlock-euthanized,Equine Death
875,2015,12/21/2015,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,1/2 pole,Racing,Harness,Overcast/cool,Landed Alien,STEVEN MOORE,SHAWN M. SIMONS,Landed Alien-Tr. Steven Moore-pulled up-DNF-had been sick prior with similar symptoms-vet recommended treatments and rest before requalifying,Steward's List
876,2015,12/17/2015,RACING INJURY,Aqueduct Racetrack (NYRA),1/4 pole,Racing,Thoroughbred,50* Rain,Sacred Success,LEAH A. GYARMATI,HARRY HERNANDEZ,Sacred Success-Tr. Lea Gyarmati-pulled up-ambulanced off-ligament damage-LF Ankle-sent for surgery-to be retired,Injury
877,2015,12/17/2015,EQUINE DEATH,Aqueduct Racetrack (NYRA),After finish,Racing,Thoroughbred,50* Rain,Little Love,LINDA L. RICE,CORNELIO VELASQUEZ,Little Love-Tr. Linda Rice-ambulanced off after finish-xrays revealed RF leg fracture-euthanized,Euthanasia
878,2015,12/13/2015,RACING INCIDENT,Aqueduct Racetrack (NYRA),after the finish,Racing,Thoroughbred,65* Clear,Cold Hard Kaz,JOSEPH E. DEMOLA,JACQUELINE A. DAVIS,Cold Hard Kaz-Tr. Joe Demola-pulled up after finish-walked off track after long delay-horse okay-to be evaluated at clinic for possible rear lameness,Steward's List
879,2015,12/12/2015,RACING INJURY,Aqueduct Racetrack (NYRA),Receiving Barn,Racing,Thoroughbred, ,Village Warrior,TODD A. PLETCHER,MANUEL FRANCO,Village Warrior-Tr. Todd Pletcher-walked off the track-treated for a RR leg fracture, 
880,2015,12/11/2015,RACING INCIDENT,Aqueduct Racetrack (NYRA),After the Start,Racing,Thoroughbred, ,Inside Straight,TODD A. PLETCHER,JOSE L. ORTIZ,Inside Straight-Tr. Todd Pletcher-stumbled badly at start unseating rider Jose Ortiz-no reported injuries to jockey or horse, 
881,2015,12/05/2015,EQUINE DEATH,Batavia Downs,just past the half..,Racing,Harness, ,Bettor Again,RUSSELL J. BRATT,RONALD C. BEBACK JR,Bettor Again- Tr. Russell Bratt-pulled up-ambulanced off-fx RF sesamoid-euthanized,Euthanasia
882,2015,12/05/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga Gaming,Racing,Harness, ,No Real Surprise,MICHAEL J. CARRUBBA,BILLY A. DOBSON,No Real Surprise-Tr. Mike Carrubba-pulled up after making break-soreness left front and left rear ankles,Steward's List
883,2015,12/05/2015,RACING INCIDENT,Saratoga Gaming & Raceway,Saratoga Gaming,Racing,Harness, ,Cruzing Hill,MARK S. FORD,FRANK J. COPPOLA JR,Cruzing Hill-Tr. Mark Ford-did not race well-vet exam after race revealed lost shoe on right front-horse ok, 
884,2015,12/02/2015,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),After the wire,Racing,Thoroughbred, ,Kool Charli,EMRON IBRAHIM,HARRY HERNANDEZ,Kool Charli-Tr. Emron Ibrahim-vanned off track-recurring foot issues-given time off to resolve foot issues, 
885,2015,12/01/2015,EQUINE DEATH,Belmont Park (NYRA),Belmont Park Barn #20,Non-Racing,Thoroughbred,Rain 50,Fashion Fund,CLAUDE R. MC GAUGHEY, ,Fashion Fund-Tr. Claude McGaughey-found down in stall & removed to clinic where filly was diagnosed w/comminuted left femoral & pelvic fractures-euthanized,Euthanasia
886,2015,11/30/2015,EQUINE DEATH,Belmont Park (NYRA),7/8 pole Belmont TT,Training,Thoroughbred, ,Banker's Boss,GARY P. GULLO, ,Banker's Boss P-Tr. Gary P. Gullo-unseated exercise rider while training-ran loose-pulled up-fx LF leg-euthanized on track,Equine Death
887,2015,11/28/2015,EQUINE DEATH,Saratoga Gaming & Raceway,7/8 Pole,Racing,Harness,Clear,D Terminata,JACKIE L. GREENE,BRETT D. DERUE,D Terminata - Tr. Jackie Rousse - horse fell and died on the track due to suspected cardio-vascular event.,Equine Death
888,2015,11/27/2015,EQUINE DEATH,Belmont Park (NYRA),Belmont Training Track,Training,Thoroughbred, ,R Free Roll,DANNY A. GARGAN, ,R Free Roll-Tr. Danny Gargan-fx RH leg while training -euthanized on track,Equine Death
889,2015,11/22/2015,RACING INCIDENT,Aqueduct Racetrack (NYRA),1/8 pole,Racing,Thoroughbred, ,Make the Moment,CHARLTON A. BAKER,JOSE L. ORTIZ,Make the Moment-Tr. Charlton Baker-pulled up-walked off-bad step-no injuries reported,Steward's List
890,2015,11/21/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,First Turn,Racing,Harness,Clear,No Real Surprise,MICHAEL J. CARRUBBA,JAMES J. DEVAUX,No Real Surprise - Tr. Mike Carrubba - DNF - pulled up after making a break - soreness in left front ankle,Lameness
891,2015,11/18/2015,STEWARDS/VETS LIST,Aqueduct Racetrack (NYRA),Stretch-inside the 1/16 pole,Racing,Thoroughbred,56* Cloudy,El Genio,JAMES H. ISELIN,JOSE LEZCANO,El Genio-Tr. James Iselin-taken up-walked off track-breezed for vet-no reported injuries-back racing, 
892,2015,11/17/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Non-Racing,Thoroughbred, ,Rush Now,JAMES S. ACQUILANO, ,Rush Now-Tr. James Aquilano-diagnosed with colic-surgery not an option-euthanized,Equine Death
893,2015,11/15/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race-Paddock,Racing,Harness,Clear,T-U-R-B,JOSEPH A. DECARLO,BRUCE A. ALDRICH JR,T-U-R-B - Tr. Joseph DeCarlo - began trembling after warm up-vet exam revealed heart arrythmia - scratched from race, 
894,2015,11/15/2015,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn,Non-Racing,Thoroughbred, ,The Lewis Dinner,RODOLFO (RUDY) RODRIGUEZ, ,The Lewis Dinner-Tr. Rudy Rodriguez-chronic post op throat infection from throat surgery 45 days ago-resistant to treatment-euthanized,Equine Death
895,2015,11/10/2015,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,1/4 pole,Racing,Thoroughbred, ,Dreamboat,MICHAEL (ANTHONY) A. FERRARO, ,Dreamboat-Tr. Michael A Ferraro-fell-after short time got up and walked back to barn-no injuries reported,Steward's List
896,2015,11/09/2015,RACING INCIDENT,Aqueduct Racetrack (NYRA),After the Wire,Racing,Thoroughbred, ,Gate Money,PATRICK L. REYNOLDS,SILVESTRE DE SOUSA,Gate Money-Tr. Patrick Reynolds-vanned off-sent to Tamps-breezed twice and worked off Tampa Vets List since incident, 
897,2015,11/08/2015,RACING INJURY,Aqueduct Racetrack (NYRA),After the Wire,Racing,Thoroughbred, ,Jalsa,KIARAN P. MCLAUGHLIN,DYLAN DAVIS,Jalsa-Tr. Kiaran McLaughlin-vanned off-Fx RF cannon bone-sent for surgery,Injury
898,2015,11/08/2015,RACING INCIDENT,Aqueduct Racetrack (NYRA),After the wire,Racing,Thoroughbred, ,Little Often Anni,LOUIS J. COCELLI,ISRAEL RODRIGUEZ,Little Often Anni-Tr. Louis J. Cocelli-pulled up after race-vanned off-LF bowed tendon-probably be retired,Injury
899,2015,11/06/2015,EQUINE DEATH,Saratoga Gaming & Raceway,Saratoga Harness,Non-Racing,Harness,60's warm,Delightfully Mine,BRIAN E. WALKER, ,Delightfully Mine-Tr. Brian Walker-being treated for colic without resolution-euthanized,Euthanasia
900,2015,11/06/2015,FALL OF RIDER,Aqueduct Racetrack (NYRA),At the Start of the race,Racing,Thoroughbred, ,Paw Annie,OSVALDO ROJAS,ELVIS R. TRUJILLO,Paw Annie-Tr. Osvaldo Rojas-stumbled at start unseating rider Elvis Trujillo-investigation continues, 
901,2015,11/06/2015,FALL OF RIDER,Aqueduct Racetrack (NYRA),At The Start Of Race,Racing,Thoroughbred, ,Break Away,GARY C. CONTESSA,ERIC CANCEL,Break Away-Tr. Gary Contessa-unseated rider Eric Cancel-no injuries reported, 
902,2015,11/06/2015,EQUINE DEATH,Batavia Downs, ,Non-Racing,Harness, ,Country Delight,JAMES E. CLOUSER JR,JAMES E. CLOUSER JR,Country Delight-Tr. James E. Clouser-suffered fx RR pastern-euthanized,Equine Death
903,2015,11/04/2015,RACING INJURY,Finger Lakes Gaming & Racetrack,After Finish,Racing,Thoroughbred, ,Green Diamond Cat,JEREMIAH C. ENGLEHART,JAIME RODRIGUEZ,Green Diamond Cat-Tr. Jeremiah Englehart-suffered Heat Stroke following race-off for 10 days and then light training,Injury
904,2015,11/04/2015,EQUINE DEATH,Aqueduct Racetrack (NYRA),past the finish line,Training,Thoroughbred, ,Reyana an Reya Act,RAINDRANAUTH PERSAUD, ,Reyana an Reya Act-Tr. Randi Persaud-pulled up past finish after breezing-medicated-xrays revealed R carpal slab fracture-euthanized,Equine Death
905,2015,10/31/2015,FALL OF RIDER,Vernon Downs,During Warm-Up,Racing,Harness,Clear & Cool,Quinnsart,JOSEPHINE HODGE, ,Quinnsart-Tr. Josephine Hodge-Hodge fainted & fell from sulky while warming up-checked by medical staff and ambulanced to hospital-horse sustained cut over R eye due to loose reins that was stitched-scratched from race,Injury
906,2015,10/31/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),After Finish,Racing,Thoroughbred, ,Mr Amos,RAINDRANAUTH PERSAUD,DYLAN DAVIS,Mr. Amos-Tr. Randy Persaud-ambulanced off after finish-LF lameness-to be sent to clinic to determine cause-has not raced since 12/4/15, 
907,2015,10/30/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred,56* Clear,Latigo Trail,BRUCE R. BROWN,MANUEL FRANCO,Latigo Trail-Tr. Bruce Brown-eased up while racing near leaders-walked off track-investigation continues, 
908,2015,10/30/2015,EQUINE DEATH,Belmont Park (NYRA),icinity of the 1/4 pole,Racing,Thoroughbred, ,Bam Bam,WILLIAM I. MOTT,CHRISTOPHER P. DECARLO,Bam Bam-Tr. William Mott-pulled up-rider off-sedated-ambulanced off-fx RR cannon bone-euthanized,Equine Death
909,2015,10/30/2015,EQUINE DEATH,Belmont Park (NYRA),Horse Path,Training,Thoroughbred, ,In Haste,CHRISTOPHER J. ENGLEHART, ,In Haste-Tr. Chris Englehart-collapsed and died on horse path after jogging on training track-cardiovascular collapse,Equine Death
910,2015,10/29/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,72* Mostly cloudy,Modus Operandi,MARK E. CASSE,JOSE LEZCANO,Modus Operandi-Tr. Mark Casse-pulled up-finished race-walked off-no injuries reported,Steward's List
911,2015,10/26/2015,EQUINE DEATH,Belmont Park (NYRA),Training Track Rail,Training,Thoroughbred, ,Blue sixty four,PABLO E. HIZO, ,Blue Sixty Four-Tr. Pablo Hizo-crashed into rail and fellwhile training-sedated and stood up-ambulanced to barn-treated for head trauma-seized in afternoon-euthanized,Equine Death
912,2015,10/24/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),Stretch,Racing,Thoroughbred, ,Bay Dawn,GABRIEL K. GOODWIN,SAMUEL CAMACHO,Bay Dawn-Tr. Gabriel Goodwin-never raced in contention-eased in stretch-walked off track-possibly sore in the hock-will walk and slowly bring back to racing, 
913,2015,10/24/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Cloudy,Big Bambu,JENNIFER L. LAPPE,BRUCE A. ALDRICH JR,Big Bambu - Tr. Jennifer Lappe - appeared off in RF while warming up-RF lameness-scratched,Steward's List
914,2015,10/24/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),final 1/8,Racing,Thoroughbred, ,Warrioroftheroses,DAMON R. DILODOVICO,JOSE LEZCANO,Warrioroftheroses-Tr. Damon Dilodovico-raced in contention most of race-eases in final 1/8-walked off track-no injury reported, 
915,2015,10/22/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Overcast,Untangled Cash,DAVID M. DEWHURST,BILLY A. DOBSON,Untangled Cash - Tr. David Dewhurst - prior to race horse determined to be lame LF leg-scratched,Steward's List
916,2015,10/19/2015,EQUINE DEATH,Belmont Park (NYRA),1 mile n 1/4 pole,Training,Thoroughbred,408 Clear,Flynn Bug,DAVID A. CANNIZZO, ,Flynn Bug-Tr. David Cannizzo-collapsed and died after breezing on main track-cardiovascular collapse,Equine Death
917,2015,10/17/2015,STEWARDS/VETS LIST,Belmont Park (NYRA),1/4 pole,Racing,Thoroughbred,58* Partly Cloudy,Hey Bro,DANNY A. GARGAN,DYLAN DAVIS,Hey Bro-Tr. Danny Gargan-pulled up-ambulanced off-investigation continues, 
918,2015,10/17/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,1/8 Pole,Racing,Thoroughbred, ,Sky Devil, ,DAVID M. LOPEZ,Sky Devil-Tr. Michael S. Ferraro-fell unseating rider David Lopez-ran loose-sustained fx RF sesamoid-euthanized,Equine Death
919,2015,10/16/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes,Non-Racing,Thoroughbred, ,logan's slogan, , ,Logan's Slogan-Tr. Debra Breed-arytenoid chondritis-treated without resolution-resultant edema caused difficulty breathing-euthanized,Equine Death
920,2015,10/16/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race-paddock,Racing,Harness,Clear,Patronus,KYLE L. SPAGNOLA,FRANK J. COPPOLA JR,Patronus -Tr. Kyle Spagnola - trainer noticed lameness RR leg-vet exam confirmed lameness-scratched from race,Steward's List
921,2015,10/16/2015,RACING INJURY,Vernon Downs,Vernon Downs,Racing,Harness,Rain & Cold,Oaklea Tyson,BARRY L. DODGE,FERNAND A. PAQUET JR,Oaklea Tyson-Trainer Barry Dodge-broke-DNF race-sustained superficial injury to LH leg-will not race until Spring 2016,Injury
922,2015,10/16/2015,RACING INJURY,Vernon Downs,Vernon Downs,Racing,Harness,Rain & Cold,Oaklea Tyson, ,FERNAND A. PAQUET JR,Oaklea Tyson-Trainer Barry Dodge-broke-DNF race-sustained superficial injury to LH leg-will not race until Spring 2016,Injury
923,2015,10/16/2015,RACING INCIDENT,Belmont Park (NYRA), ,Racing,Thoroughbred, ,Nevada Kid,NICHOLAS P. ZITO,LUIS SAEZ,Nevada Kid-Tr. Nick Zito-eased up-never in contention-walked off track-no injuries reported, 
924,2015,10/16/2015,EQUINE DEATH,Belmont Park (NYRA),Main Track at the Wire,Training,Thoroughbred, ,Dilly Magilly,CARL J. DOMINO, ,Dilly Magilly-Tr. Carl Domino-sustained injury breezing-splint applied-ambulanced off-xrays revealed fx both RF sesamoids-euthanized,Equine Death
925,2015,10/15/2015,FALL OF HORSE,Saratoga Gaming & Raceway,Start of Race,Racing,Harness,Clear,Haymaker,JOHN C. PODRES,BRUCE A. ALDRICH JR,Haymaker - Tr. Johnny Podres - fell at start-apparently choked down-sustained bloody nose-abrasions to head and RF limb-no other injuries reported-scratched from race,Steward's List
926,2015,10/15/2015,RACING INCIDENT,Belmont Park (NYRA),After Finish,Racing,Thoroughbred, ,Little Distorted,BRIAN A. LYNCH,LUIS SAEZ,Little Distorted-Tr. Brian Lynch-ambulanced off after finish-back racing, 
927,2015,10/15/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Stall,Non-Racing,Thoroughbred, ,Jade Run,RAFAEL A. RAMOS, ,Jade Run-Tr. Rafael Ramos-scheduled to race in 5th race-found lying down in stall-unable to stand-in distress-possible reaction to pre-race-euthanized,Equine Death
928,2015,10/12/2015,RACING INCIDENT,Belmont Park (NYRA),Stretch,Racing,Thoroughbred,678 Clear,Bustin the Bank,DAVID G. DONK,ERIC CANCEL,Bustin the Bank-Tr. David Donk-eased through stretch-possibly sore in the foot-back racing, 
929,2015,10/12/2015,FALL OF RIDER,Belmont Park (NYRA),Start,Racing,Thoroughbred,70* Clear,Starago,GREGORY J. DIPRIMA,SAMUEL CAMACHO,Starago-Tr. Gregory DiPrima-bobbles at start unseating rider Samuel Camacho-takes horse Moon Track with him to outer turf course-no injuries reported-rider treated and released, 
930,2015,10/11/2015,EQUINE DEATH,Belmont Park (NYRA),7/8 pole-Training Track,Training,Thoroughbred,50* Clear,Marked Bills,BRUCE R. BROWN, ,Marked Bills-Tr. Bruce Brown-collapsed and died while breezing-possible cardiovascular collapse-investigation continues,Equine Death
931,2015,10/11/2015,FALL OF RIDER,Belmont Park (NYRA),After Start,Racing,Thoroughbred,65* Clear,This Hard Land,RODRIGO A. UBILLO,ANGEL S. SAEZ-ARROYO,This Hard Land-Tr. Rodrigo Ubillo-clipped heels-stumbled unseating rider Angel Arroyo-Arroyo ambulanced off but returned to race-no injuries to horse or rider reported, 
932,2015,10/11/2015,FALL OF HORSE,Belmont Park (NYRA),Outer Rail-Turf Course,Racing,Thoroughbred,65* Clear,Dearie,LEO O'BRIEN,FRANCISCO ARRIETA,Dearie-Tr. Leo O'Brien-unseated rider  ran loose and slid under outer rail-caught by outrider-walked off track-no injuries reported, 
933,2015,10/10/2015,RACING INJURY,Belmont Park (NYRA),After Finish,Racing,Thoroughbred, ,Analysis,GEORGE R. WEAVER,MANUEL FRANCO,Analysis-Tr. George Weaver-ambulanced off after finish-tore RF knee tendon-off for 6 mos-then will be re-evaluated for racing,Injury
934,2015,10/03/2015,STEWARDS/VETS LIST,Belmont Park (NYRA), ,Racing,Thoroughbred, ,So Clutch,RODOLFO (RUDY) RODRIGUEZ,ELVIS R. TRUJILLO,So Clutch-Tr. Rudy Rodriguez-eased up-not in contention-walked off track-no injuries reported,Steward's List
935,2015,10/02/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Cloudy,Royalty Rates,HAROLD F. SMITH *,JAMES J. DEVAUX,Royalty Rates-Tr. Harold Smith-during pre-race warm-up horse would not stay on trot-appeared lame-vet check revealed RF leg lameness-scratched from race,Steward's List
936,2015,10/02/2015,EQUINE DEATH,Batavia Downs,half way thru the 1st turn,Racing,Harness,50 degrees and breezy,Nine Innings,ALEXANDER E. GIULIANI,KEVIN J. CUMMINGS,Nine Innings-Tr. Alex Giuliani-broke half way through first turn-pulled up-ambulanced off-fx RF ankle-unrepairable-euthanized,Euthanasia
937,2015,10/01/2015,EQUINE DEATH,Finger Lakes Gaming & Racetrack,Finger Lakes 3/8 Pole Area,Racing,Thoroughbred,Clear-  54,Chase The Giant,RALPH D'ALESSANDRO,HECTOR BERRIOS,Chase the Giant-Tr.-Ralph D'Alessandro-pulled up-vanned off-fx RF sesamoid-euthanized later,Equine Death
938,2015,09/24/2015,FALL OF RIDER,Belmont Park (NYRA),7th hurdle,Racing,Thoroughbred, ,Artie's Jasper,RICHARD L. VALENTINE,ROBERT M. WALSH,Artie's Jasper-Tr. Richard Valentine-stumbled after going over the 7th hurdle unseating rider Robert Walsh-no injuries reported for horse or jockey, 
939,2015,09/22/2015,EQUINE DEATH,Saratoga Racecourse (NYRA),Barn/Stall,Non-Racing,Thoroughbred, ,Totally Discreet,NICHOLAS P. ZITO, ,Totally Discreet-Tr. Nick Zito-laminitis both front feet-euthanized,Equine Death
940,2015,09/20/2015,FALL OF HORSE,Belmont Park (NYRA),1/2 mile pole,Racing,Thoroughbred,77* Clear,Starago,GREGORY J. DIPRIMA,ANGEL S. SAEZ-ARROYO,Starago-Tr. Gregory DiPrima-clipped heals and fell unseating his Rider Angel Saez-Arroyo-no injuries reported-horse & rider back to racing,Accident
941,2015,09/19/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Clear,Cold Escape,MELISSA A. BECKWITH,MARK D. BECKWITH,Cold Escape-Tr. Melissa Beckwith-observed RR lameness prior to race-scratched,Lameness
942,2015,09/19/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race-warm up,Racing,Harness,Clear,Off Lika Promdress,CHRIS W. MARINO,AUSTIN T. SIEGELMAN,Off Lika Promdress-Tr. Chris Marino-injured LF foot while warming up-scratched from race,Injury
943,2015,09/19/2015,EQUINE DEATH,Belmont Park (NYRA),1/8 pole-Training Track,Training,Thoroughbred, ,Disappear Here,TOBY E. SHEETS, ,Disappear Here -Tr. Toby Sheets-Unraced 2yo filly fx both LF sesamoids-euthanized on the Belmont training track,Equine Death
944,2015,09/17/2015,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Before Race,Racing,Harness,Clear,Major Moves,TOMMY . GARCIA *,CLAUDE L. HUCKABONE JR,Major Moves - Tr. Tommy Garcia - lame left front scratched from race,Steward's List
